longitude,latitude,sqft_living,population,price,ocean_proximity,yr_changed,bedrooms
-118.92,35.38,3122,1733,70600,0,1990,2.0
-118.95,35.41,3999,1889,99500,0,2002,2.0
-118.94,35.4,5548,2815,104600,0,2009,3.0
-118.94,35.39,3074,1223,139100,0,1996,1.0
-118.94,35.39,3137,1318,194100,0,2010,1.0
-118.9,35.41,4656,2320,100800,0,2017,3.0
-118.94,35.41,3216,1539,143000,0,2013,2.0
-118.91,35.4,3587,1398,113000,0,2013,3.0
-118.87,35.37,2458,1352,87000,0,2009,1.0
-118.91,35.37,4121,2590,67600,0,1991,3.0
-118.88,35.34,1351,762,105300,0,2003,1.0
-118.92,35.37,3589,1746,75700,0,2006,2.0
-118.93,35.37,2412,1558,62800,0,1989,1.0
-118.94,35.37,3372,2352,57600,0,1990,2.0
-118.94,35.37,1106,790,59700,0,2000,1.0
-118.95,35.37,1672,1059,61300,0,1989,1.0
-118.94,35.37,1667,971,57400,0,1986,1.0
-118.95,35.37,1475,946,55400,0,1986,1.0
-118.96,35.37,1463,1066,52400,0,1982,1.0
-118.96,35.37,1603,1026,54300,0,1983,1.0
-118.97,35.39,2121,1547,59500,0,1985,1.0
-118.97,35.38,1361,1483,46800,0,1991,1.0
-118.98,35.38,1497,1182,50000,0,1984,1.0
-118.97,35.38,1185,1038,48000,0,1981,1.0
-118.97,35.37,2396,1781,58000,0,1982,2.0
-118.97,35.38,1673,1041,57500,0,1988,1.0
-118.99,35.38,1317,1025,51000,0,1997,1.0
-118.99,35.38,1390,1116,57500,0,1993,1.0
-118.98,35.39,1812,1592,49100,0,2001,1.0
-118.98,35.38,1807,1460,54800,0,1999,1.0
-118.98,35.38,1020,795,50800,0,1989,1.0
-118.98,35.38,1171,1193,49400,0,1995,1.0
-118.99,35.39,2228,1516,48800,0,1984,2.0
-118.99,35.39,1438,1054,55400,0,1987,1.0
-118.99,35.39,2805,1325,70100,0,1971,2.0
-118.98,35.39,607,476,50700,0,1994,1.0
-118.98,35.39,2620,2375,46900,0,1991,2.0
-119.0,35.37,303,216,55500,0,1982,1.0
-118.99,35.37,832,814,57400,0,1987,1.0
-118.99,35.37,918,743,58100,0,1985,1.0
-118.98,35.37,825,670,57900,0,1988,1.0
-118.97,35.37,425,380,42500,0,1971,1.0
-119.01,35.38,434,274,57500,0,1979,1.0
-119.01,35.38,114,158,67500,0,1971,1.0
-119.01,35.37,120,477,47500,0,1988,1.0
-119.01,35.37,593,364,66000,0,1979,1.0
-119.02,35.38,90,36,60000,0,1971,1.0
-119.02,35.38,346,129,63800,0,1975,1.0
-119.02,35.39,191,106,72500,0,1971,1.0
-119.01,35.37,629,568,84400,0,1978,1.0
-119.03,35.38,2122,843,91800,0,1985,1.0
-119.03,35.38,1695,540,147100,0,1971,1.0
-119.03,35.37,1503,554,126600,0,1971,1.0
-119.04,35.37,1618,667,82700,0,1979,1.0
-119.03,35.39,4513,1593,118700,0,1995,3.0
-119.04,35.36,1942,1051,66900,0,1987,1.0
-119.05,35.36,4635,2307,84700,0,1993,3.0
-119.05,35.36,4507,2261,118400,0,2007,4.0
-119.07,35.36,5254,2155,110700,0,2004,3.0
-119.08,35.36,6442,2966,123400,0,2011,4.0
-119.06,35.36,1228,409,95200,0,2014,1.0
-119.03,35.37,2508,1035,72300,0,1981,1.0
-119.03,35.36,1944,977,81300,0,1982,1.0
-119.04,35.36,1533,771,69500,0,1983,1.0
-119.04,35.37,1637,714,75300,0,1977,1.0
-119.02,35.37,2687,1521,61600,0,1979,2.0
-119.02,35.36,1833,947,70000,0,1975,1.0
-119.02,35.36,1631,847,73700,0,1976,1.0
-119.03,35.36,2551,1342,76800,0,1982,2.0
-119.01,35.37,1702,1191,57800,0,1985,1.0
-119.01,35.36,1838,1203,60700,0,1985,1.0
-119.01,35.36,2658,1490,57000,0,1987,2.0
-119.01,35.36,1941,1277,51600,0,1999,1.0
-119.01,35.37,821,579,46700,0,1990,1.0
-119.0,35.36,850,764,43600,0,1983,1.0
-119.0,35.36,896,805,42500,0,1984,1.0
-119.0,35.35,1164,992,48700,0,1988,1.0
-119.0,35.36,1021,1258,48600,0,1988,1.0
-118.98,35.37,1562,1223,47100,0,1987,1.0
-118.98,35.36,1244,933,49400,0,1994,1.0
-118.98,35.36,1482,1059,42700,0,2008,1.0
-118.99,35.36,1524,1210,47800,0,2005,1.0
-118.99,35.36,1498,1168,49300,0,1992,1.0
-118.94,35.36,2714,1823,76200,0,2004,2.0
-118.95,35.36,2294,1753,54700,0,1993,2.0
-118.96,35.37,1025,874,53400,0,1991,1.0
-118.96,35.36,2285,1738,54000,0,1988,1.0
-118.97,35.37,1379,1156,48900,0,1989,1.0
-118.97,35.36,1418,1219,46700,0,1992,1.0
-118.95,35.32,3480,2007,78700,0,1994,2.0
-118.98,35.35,496,511,33200,0,2002,1.0
-118.99,35.35,1615,1380,49800,0,1996,1.0
-118.99,35.33,1590,1311,52900,0,1987,1.0
-118.99,35.32,875,567,36600,0,1997,1.0
-119.0,35.35,2931,1969,62100,0,1992,2.0
-118.99,35.35,1293,1109,45600,0,1991,1.0
-119.01,35.35,1354,922,58000,0,1989,1.0
-119.01,35.34,1730,782,63700,0,1979,1.0
-119.02,35.35,1239,776,63300,0,1981,1.0
-119.01,35.35,598,366,57900,0,1984,1.0
-119.02,35.35,1472,670,76000,0,1985,1.0
-119.02,35.34,1463,692,65800,0,1985,1.0
-119.03,35.34,3474,1679,71900,0,1987,2.0
-119.03,35.35,1441,695,73700,0,1989,1.0
-119.04,35.35,1607,817,73000,0,1992,1.0
-119.04,35.35,4590,2212,85000,0,1996,3.0
-119.06,35.35,9351,4584,69900,0,2003,8.0
-119.05,35.34,3580,1933,175000,0,2009,3.0
-119.05,35.33,12707,7009,87200,0,2005,10.0
-119.05,35.34,2387,1204,106200,0,2006,1.0
-119.07,35.35,4119,1294,86200,0,1999,3.0
-119.07,35.34,4201,1667,134100,0,2007,3.0
-119.12,35.33,8574,4250,103400,0,2019,5.0
-119.1,35.35,4597,1916,131000,0,2018,4.0
-119.08,35.34,4070,1580,245800,0,2005,2.0
-119.08,35.35,892,331,176300,0,2003,1.0
-119.09,35.35,2113,842,224100,0,2009,1.0
-119.08,35.34,1535,768,118500,0,2007,1.0
-119.08,35.34,1474,768,130100,0,2008,1.0
-119.1,35.33,6640,3121,170300,0,2019,3.0
-119.08,35.32,11609,5696,106300,0,2015,8.0
-119.09,35.33,7085,3084,142900,0,2014,4.0
-119.06,35.32,3944,2355,70700,0,2008,2.0
-119.07,35.33,9027,4870,100700,0,2010,7.0
-119.06,35.33,5264,3278,82800,0,2009,4.0
-119.02,35.34,2861,1375,71400,0,1989,2.0
-119.02,35.33,3691,2072,84700,0,1997,3.0
-119.03,35.33,3057,1627,84700,0,2002,2.0
-119.03,35.34,2221,1131,68500,0,1989,1.0
-119.01,35.34,973,613,46700,0,1987,1.0
-119.01,35.33,1120,677,39400,0,1981,1.0
-119.0,35.33,991,620,53800,0,1988,1.0
-119.01,35.33,3068,1897,63700,0,1991,2.0
-119.02,35.33,2053,1193,65800,0,1988,1.0
-119.02,35.34,1650,1145,56500,0,1988,1.0
-118.99,35.32,1576,870,59500,0,1988,1.0
-118.99,35.3,2248,1461,56200,0,1990,1.0
-119.0,35.31,1337,767,53300,0,1986,1.0
-119.09,35.3,2821,1353,109800,0,2020,2.0
-119.04,35.32,37,34,50000,0,2003,1.0
-119.05,35.32,7035,3525,93600,0,2012,5.0
-119.04,35.31,2161,1267,92700,0,2012,1.0
-119.03,35.32,2721,1294,100200,0,2011,2.0
-119.02,35.32,2927,1821,82600,0,2009,2.0
-119.05,35.3,10822,6241,88200,0,2014,7.0
-119.03,35.3,829,447,102900,0,2013,1.0
-119.02,35.3,7397,4611,81600,0,2013,5.0
-119.01,35.32,4870,2717,70000,0,2000,3.0
-119.01,35.31,7092,4101,74800,0,2004,6.0
-119.01,35.3,8596,4893,80900,0,2016,6.0
-119.07,35.27,3081,1830,97900,0,1998,2.0
-119.13,35.22,6268,3269,118200,0,2018,4.0
-119.01,35.24,80,66,65000,0,2017,1.0
-119.01,35.28,7011,4163,77500,0,2013,5.0
-118.99,35.24,282,213,91700,0,1983,1.0
-118.99,35.27,444,242,150000,0,1991,1.0
-118.93,34.82,806,323,113900,0,1999,1.0
-118.95,34.83,3278,1338,116500,0,2005,3.0
-118.95,34.81,2817,1089,123500,0,1993,2.0
-119.15,34.83,8733,2006,168400,0,2017,6.0
-119.16,34.95,4054,1581,148200,0,2009,3.0
-118.93,34.82,508,229,128300,0,2015,1.0
-119.4,35.06,2213,1250,52100,0,2002,1.0
-119.45,35.07,973,500,30000,0,1978,1.0
-119.42,35.19,890,483,68200,0,1997,1.0
-119.5,35.27,3827,1993,57900,0,2000,2.0
-119.48,35.17,116,39,37500,0,1987,1.0
-119.45,35.16,3437,1783,52900,0,1989,2.0
-119.46,35.17,4164,1998,50800,0,1983,3.0
-119.46,35.14,2943,1565,45800,0,1993,
-119.47,35.14,4190,1973,88300,0,2004,2.0
-119.45,35.15,5050,2293,75400,0,1990,3.0
-119.45,35.13,1440,808,26600,0,1989,1.0
-119.46,35.13,2745,1423,26900,0,1977,2.0
-119.47,35.13,4599,2140,63800,0,1979,3.0
-119.47,35.4,2167,1301,69800,0,1991,1.0
-119.42,35.4,2585,1442,104700,0,1999,1.0
-119.12,35.41,5589,3018,96900,0,2011,3.0
-119.11,35.39,984,451,88900,0,2001,1.0
-119.12,35.39,1264,552,94300,0,2010,1.0
-119.19,35.41,2835,1399,149000,0,2011,1.0
-119.2,35.37,7383,3415,157300,0,2017,4.0
-119.12,35.38,1521,706,121000,0,2005,1.0
-119.11,35.38,2044,894,82800,0,1986,1.0
-119.12,35.37,4527,2170,146200,0,2010,2.0
-119.18,35.5,1253,932,110400,0,1987,1.0
-119.28,35.52,786,573,37500,0,1987,1.0
-119.27,35.49,2649,1815,65400,0,1984,2.0
-119.26,35.5,2536,1133,78600,0,1985,1.0
-119.27,35.5,1367,796,61100,0,1989,1.0
-119.27,35.51,1089,544,95800,0,1995,1.0
-119.28,35.5,1923,1101,65800,0,1989,1.0
-119.28,35.5,3107,3260,58600,0,1995,3.0
-119.27,35.5,2171,1315,52100,0,2002,1.0
-119.38,35.49,2304,1506,64600,0,1989,1.0
-119.34,35.6,1584,1011,58800,0,2007,1.0
-119.36,35.55,510,236,125000,0,1994,1.0
-119.35,35.58,1657,1186,63200,0,2010,1.0
-119.34,35.59,3240,1809,71900,0,1990,2.0
-119.34,35.6,2143,1732,59000,0,1990,1.0
-119.33,35.6,2703,2682,60500,0,1991,2.0
-119.35,35.59,2719,1497,71800,0,2009,2.0
-119.33,35.59,3085,2645,54100,0,2003,2.0
-119.69,35.62,820,1345,47500,0,2005,1.0
-119.77,35.65,2403,1647,80000,0,2002,1.0
-119.14,35.76,735,421,156300,0,1993,1.0
-119.29,35.76,3938,3500,59800,0,2008,3.0
-119.19,35.64,1476,902,83300,0,1994,1.0
-119.24,35.68,1885,1539,58500,0,2002,1.0
-119.22,35.68,2874,3078,55200,0,2007,2.0
-119.24,35.67,3216,2639,54700,0,1991,3.0
-119.25,35.78,1513,1346,59800,0,1996,1.0
-119.25,35.77,1618,1449,56500,0,1988,1.0
-119.25,35.76,2332,2175,57300,0,1987,2.0
-119.25,35.75,1598,1658,52100,0,1987,1.0
-119.25,35.79,3271,2700,62200,0,2015,3.0
-119.25,35.78,1927,1371,69900,0,1988,1.0
-119.23,35.78,1612,1230,67200,0,2015,1.0
-119.23,35.79,2862,2467,62100,0,1992,2.0
-119.24,35.77,1737,1764,67800,0,1995,2.0
-119.23,35.77,3225,2034,72500,0,1987,2.0
-119.23,35.74,2275,1914,68400,0,2007,2.0
-119.23,35.77,2636,1416,84000,0,1997,1.0
-118.92,35.47,1755,664,216400,0,2017,1.0
-119.01,35.44,3458,1465,82500,0,2003,2.0
-118.93,35.44,1439,557,204200,0,2010,1.0
-118.31,35.74,2327,799,92300,0,2005,2.0
-118.06,35.68,1962,730,67500,0,2008,1.0
-118.44,35.75,3166,1097,96000,0,2000,2.0
-118.47,35.72,4754,1366,81200,0,2005,4.0
-118.5,35.7,3303,986,101400,0,2005,3.0
-118.59,35.72,1491,98,90000,0,1995,1.0
-118.87,35.65,1504,584,94600,0,1990,1.0
-118.23,35.48,2354,775,59400,0,2006,2.0
-118.33,35.64,2966,1007,72500,0,2008,2.0
-118.41,35.63,5907,2310,96900,0,2008,5.0
-118.45,35.62,2304,782,75800,0,2005,2.0
-118.47,35.64,2248,927,68500,0,2006,2.0
-118.48,35.61,4002,1614,67300,0,2006,3.0
-118.45,35.58,5396,1802,69700,0,2007,4.0
-118.61,35.47,2267,756,78400,0,2010,2.0
-117.73,35.73,2916,1870,55000,0,1988,2.0
-117.66,35.63,2579,1155,42100,0,1990,2.0
-117.67,35.65,2737,1128,72000,0,2005,2.0
-117.68,35.65,2701,1245,81900,0,2008,2.0
-117.69,35.65,1131,520,87500,0,2018,1.0
-117.7,35.64,2683,1154,109400,0,2015,1.0
-117.68,35.64,3253,1408,95700,0,2008,2.0
-117.67,35.64,2115,927,115700,0,2017,1.0
-117.67,35.63,3661,1613,63500,0,1991,3.0
-117.68,35.63,4334,1777,105300,0,2005,2.0
-117.69,35.63,3151,1335,109000,0,2018,1.0
-117.7,35.62,2657,1426,71900,0,2005,1.0
-117.68,35.61,4241,1929,84500,0,2014,3.0
-117.68,35.6,1678,765,102800,0,2011,1.0
-117.7,35.6,2678,1473,70200,0,2007,1.0
-117.68,35.62,2994,1481,52400,0,1993,2.0
-117.64,35.61,2656,1349,83200,0,2013,2.0
-117.66,35.62,5897,2728,85700,0,2012,4.0
-117.66,35.61,5735,2623,87200,0,2018,3.0
-117.66,35.6,1740,850,91700,0,2009,1.0
-117.76,35.63,2014,1027,101300,0,2011,1.0
-117.68,35.55,3811,1518,142500,0,2014,2.0
-117.81,35.65,1124,598,54300,0,2004,1.0
-117.87,35.73,2566,1181,91800,0,2010,1.0
-117.84,35.54,1751,765,98000,0,2012,1.0
-117.74,35.65,2357,1110,81700,0,2008,1.0
-117.84,35.35,1913,858,50800,0,1995,1.0
-118.0,35.05,1739,945,86500,0,2002,1.0
-117.82,35.03,2555,1347,71800,0,1993,2.0
-117.76,35.22,18,8,275000,0,2019,1.0
-117.79,35.21,2,6,137500,0,2019,1.0
-118.01,35.12,1926,917,68500,0,2008,1.0
-117.98,35.13,4849,2504,81900,0,2018,3.0
-117.95,35.13,2630,1150,104400,0,2019,2.0
-117.95,35.08,83,32,141700,0,2022,1.0
-117.98,35.1,923,352,84500,0,2019,1.0
-117.99,35.16,2180,960,87800,0,2008,1.0
-118.27,34.92,873,422,91700,0,2003,1.0
-118.34,34.86,7353,3571,130000,0,2012,5.0
-117.68,35.03,2969,1644,54900,0,1995,2.0
-117.68,34.99,1589,853,64400,0,1990,1.0
-117.65,35.0,1184,672,39800,0,1987,1.0
-118.15,34.86,4597,2227,83500,0,2013,4.0
-118.17,34.87,1507,761,87900,0,2014,1.0
-118.19,34.87,2103,923,111100,0,2021,1.0
-118.17,34.86,2370,1488,83300,0,2002,2.0
-118.15,35.06,1069,569,73300,0,2008,1.0
-118.16,35.05,1297,776,68900,0,1979,1.0
-118.19,35.05,2992,1631,83200,0,2009,2.0
-118.15,35.04,1671,821,56800,0,1994,1.0
-118.51,35.16,4371,1932,136800,0,2016,2.0
-118.66,35.2,9664,3617,162900,0,2016,6.0
-118.34,35.27,2939,1167,79000,0,2013,2.0
-118.48,35.14,8417,4631,115800,0,2019,6.0
-118.61,35.08,3660,1243,137200,0,2017,2.0
-118.61,34.99,4031,1539,120800,0,2012,3.0
-118.46,35.13,3109,1457,94900,0,2004,2.0
-118.46,35.12,4084,2033,85500,0,2007,3.0
-118.43,35.12,1968,930,99800,0,2015,1.0
-118.44,35.13,1170,602,80000,0,1989,1.0
-118.44,35.13,1899,1133,67900,0,2002,1.0
-118.91,35.3,1793,1233,82200,0,1995,1.0
-118.95,35.26,1341,667,94500,0,1999,1.0
-118.83,35.27,1190,717,81300,0,1990,1.0
-118.92,35.13,1297,909,106300,0,1994,1.0
-118.85,35.23,1639,1222,68000,0,1997,1.0
-118.82,35.23,2358,2302,53900,0,1992,2.0
-118.83,35.2,1959,1763,53500,0,2006,1.0
-118.82,35.2,2185,1910,57300,0,1989,1.0
-118.85,35.2,2783,2566,51200,0,2006,2.0
-118.91,35.27,1401,1344,61400,0,1994,1.0
-118.9,35.26,6145,5666,54600,0,1992,5.0
-118.92,35.26,3815,3450,63700,0,2003,3.0
-118.91,35.24,2888,2949,45500,0,1994,3.0
-119.69,36.41,1016,540,75000,0,1985,1.0
-119.57,36.44,1860,1123,94200,0,1993,1.0
-119.55,36.37,1912,1002,126300,0,1997,1.0
-119.69,36.38,1688,879,103100,0,1998,1.0
-119.78,36.37,831,443,100000,0,1982,1.0
-119.83,36.37,1549,819,101400,0,1998,1.0
-119.87,36.34,1414,779,83900,0,1997,1.0
-119.93,36.32,8363,7679,106300,0,1998,6.0
-119.79,36.32,3252,1971,75800,0,2004,2.0
-119.77,36.32,3400,1867,92500,0,2009,2.0
-119.78,36.31,1287,737,126400,0,2009,1.0
-119.77,36.31,3677,2191,69100,0,2009,3.0
-119.79,36.31,4984,2414,72300,0,1998,4.0
-119.77,36.3,2202,1052,62000,0,1999,1.0
-119.78,36.3,1846,1255,66600,0,1993,1.0
-119.79,36.3,1717,903,93100,0,2007,1.0
-119.79,36.29,1265,764,104200,0,2017,1.0
-119.82,36.32,942,424,87500,0,2005,1.0
-119.78,36.33,1006,515,112500,0,2007,1.0
-119.78,36.27,1871,1066,100800,0,1994,1.0
-119.8,36.29,479,327,107500,0,2016,1.0
-119.81,36.28,544,442,56100,0,1999,1.0
-119.72,36.34,1287,580,112500,0,1990,1.0
-119.72,36.32,1185,676,52600,0,1983,1.0
-119.7,36.32,1178,586,43500,0,1983,1.0
-119.73,36.31,2440,1579,60200,0,2003,1.0
-119.7,36.3,956,693,62000,0,2013,1.0
-119.67,36.35,1090,470,118800,0,2013,1.0
-119.65,36.37,3725,1478,148000,0,2019,3.0
-119.65,36.35,1745,837,107900,0,2002,1.0
-119.65,36.35,3148,1378,85500,0,1985,2.0
-119.66,36.35,1724,947,91900,0,2008,1.0
-119.64,36.36,2360,1055,97400,0,2010,1.0
-119.64,36.35,3182,1525,90400,0,2000,2.0
-119.63,36.35,1684,920,90600,0,2019,1.0
-119.62,36.35,3674,1864,80300,0,2013,2.0
-119.64,36.35,1765,746,70200,0,1993,1.0
-119.63,36.34,1463,699,71400,0,1997,1.0
-119.63,36.33,2928,1633,67500,0,2009,2.0
-119.61,36.33,1492,926,61500,0,1991,1.0
-119.63,36.32,1518,749,61000,0,1987,1.0
-119.66,36.34,1338,859,59700,0,1991,1.0
-119.65,36.34,1730,752,67200,0,1977,1.0
-119.65,36.34,1869,832,76100,0,1976,1.0
-119.64,36.34,2958,1504,56700,0,1991,2.0
-119.64,36.33,3095,1852,51700,0,1982,3.0
-119.65,36.33,1257,624,59100,0,1971,1.0
-119.65,36.33,1059,693,53800,0,1976,1.0
-119.68,36.32,592,268,120800,0,1997,1.0
-119.67,36.33,1241,850,81700,0,2004,1.0
-119.66,36.33,2048,1052,92800,0,2007,1.0
-119.66,36.33,1623,988,58100,0,2013,1.0
-119.66,36.32,2652,1532,56800,0,1999,2.0
-119.68,36.32,1325,873,54400,0,1995,1.0
-119.68,36.31,2739,1859,60600,0,2011,2.0
-119.66,36.3,1147,717,70500,0,2005,1.0
-119.65,36.32,1294,713,50400,0,2012,1.0
-119.64,36.32,2205,1772,43100,0,1991,2.0
-119.65,36.3,941,588,53400,0,1995,1.0
-119.64,36.31,1513,1071,50100,0,1996,1.0
-119.61,36.31,1847,1460,46300,0,1998,1.0
-119.57,36.27,2673,1394,97400,0,2003,1.0
-119.69,36.25,2011,970,94100,0,1988,1.0
-119.63,36.18,207,171,100000,0,2000,1.0
-119.59,36.11,752,524,50000,0,1991,1.0
-119.57,36.09,2015,992,53200,0,2017,1.0
-119.58,36.1,1382,1469,46500,0,2002,1.0
-119.56,36.1,424,284,43800,0,1994,1.0
-119.56,36.1,1093,893,50800,0,1998,1.0
-119.56,36.09,1648,792,64700,0,1988,1.0
-119.56,36.09,1267,1077,52300,0,2009,1.0
-119.56,36.08,766,639,42100,0,1986,1.0
-119.58,36.11,2004,1397,61600,0,2002,1.0
-119.57,36.1,1461,1201,54800,0,2007,1.0
-119.57,36.1,1729,737,68800,0,1987,1.0
-119.57,36.1,1676,707,60700,0,1986,1.0
-119.74,36.15,1548,1137,61300,0,2002,1.0
-119.9,36.2,187,106,137500,0,1980,1.0
-119.82,36.19,1293,694,52200,0,1990,1.0
-119.99,36.09,333,198,100000,0,2000,1.0
-119.96,35.99,1047,1505,47700,0,1998,1.0
-119.8,36.02,156,171,225000,0,2003,1.0
-120.14,36.04,2533,1371,60900,0,1996,2.0
-120.12,36.01,1165,1119,48500,0,2005,1.0
-120.14,36.0,1726,1371,43900,0,1990,1.0
-120.12,35.99,2049,1387,56200,0,2016,1.0
-120.13,35.87,48,13,71300,0,1997,1.0
-120.0,35.91,259,131,62500,0,2007,1.0
-122.89,39.42,411,26,73500,0,2007,1.0
-122.9,39.23,1295,534,98900,0,1984,1.0
-122.91,39.18,89,86,72500,0,1980,1.0
-122.91,39.17,202,142,68300,0,1979,1.0
-122.9,39.17,1314,649,73600,0,1978,1.0
-122.88,39.14,1125,521,106300,0,2003,1.0
-123.07,39.12,1098,353,92600,0,1999,1.0
-122.95,39.13,380,225,137500,0,2006,1.0
-122.89,39.11,1588,585,71100,0,2013,1.0
-122.9,39.09,2483,835,143200,0,2008,2.0
-122.92,39.08,341,146,166300,0,1999,1.0
-122.94,39.1,681,272,140600,0,2005,1.0
-122.99,39.02,1582,851,164100,0,2009,1.0
-122.91,39.07,2202,1000,102300,0,2002,1.0
-122.91,39.06,1236,601,100300,0,2002,1.0
-122.92,39.05,1548,605,119000,0,2007,1.0
-122.91,39.05,1128,621,93500,0,2003,1.0
-122.92,39.05,3131,1591,80700,0,1985,2.0
-122.91,39.05,789,295,95000,0,1996,1.0
-122.91,39.03,2374,723,95800,0,2009,2.0
-122.7,39.14,532,214,108300,0,2010,1.0
-122.87,39.13,1927,810,86500,0,2008,1.0
-122.86,39.08,3127,1015,78800,0,1999,2.0
-122.83,39.09,2191,679,94700,0,1997,1.0
-122.79,39.09,1798,685,66800,0,2003,1.0
-122.8,39.08,1880,798,65000,0,2006,1.0
-122.79,39.08,952,321,89000,0,2000,1.0
-122.78,39.05,1601,661,108900,0,2008,1.0
-122.53,39.09,1264,370,69700,0,2012,1.0
-122.69,39.04,254,66,112500,0,2014,1.0
-122.73,39.04,1618,425,111500,0,2000,1.0
-122.69,39.02,2199,744,72400,0,1996,2.0
-122.66,39.03,1446,594,53300,0,1996,1.0
-122.66,39.02,3715,943,109400,0,2007,3.0
-122.7,39.0,793,186,162500,0,2005,1.0
-122.7,38.99,1177,181,134700,0,2005,1.0
-122.65,38.99,4279,1596,75900,0,2007,3.0
-122.52,38.99,975,337,77800,0,2007,1.0
-122.68,38.98,2300,526,109700,0,1996,2.0
-122.65,38.97,1856,703,60000,0,1991,1.0
-122.63,38.96,1708,633,64000,0,2006,1.0
-122.62,38.95,2230,832,58800,0,2004,2.0
-122.62,38.94,1731,638,57500,0,2009,1.0
-122.61,38.93,231,108,71300,0,2009,1.0
-122.6,38.93,1657,572,62000,0,2007,1.0
-122.62,38.96,1914,828,69000,0,2007,1.0
-122.63,38.96,2507,1072,60200,0,2003,2.0
-122.65,38.96,2143,898,63200,0,1996,2.0
-122.64,38.96,883,326,58200,0,1994,1.0
-122.64,38.95,1503,522,68900,0,1995,1.0
-122.63,38.95,686,246,77300,0,2012,1.0
-122.63,38.94,661,192,49000,0,1998,1.0
-122.63,38.94,3844,1832,81800,0,2005,3.0
-122.62,38.94,524,215,55000,0,2010,1.0
-122.7,38.97,2554,723,114200,0,2006,2.0
-122.75,39.01,4162,889,200500,0,2006,3.0
-122.79,39.02,642,265,96900,0,2000,1.0
-122.78,38.97,5175,2144,97300,0,2012,3.0
-122.69,38.94,1245,517,93400,0,2014,1.0
-122.71,38.91,41,94,55000,0,2003,1.0
-122.86,39.05,1592,647,136800,0,2003,1.0
-122.85,39.0,1580,753,88500,0,2003,1.0
-122.83,38.99,289,191,113900,0,2008,1.0
-122.83,38.98,1383,719,77800,0,2006,1.0
-122.84,38.98,939,556,75000,0,2002,1.0
-122.92,38.97,2067,904,134200,0,2003,1.0
-122.89,38.93,1214,504,105700,0,2003,1.0
-122.83,38.96,1318,567,93800,0,2008,1.0
-122.77,38.92,712,293,119400,0,1997,1.0
-122.83,38.89,640,268,100000,0,2012,1.0
-122.72,38.88,2781,890,96600,0,1994,
-122.74,38.83,4515,1554,90800,0,2011,3.0
-122.48,38.9,304,161,112500,0,2013,1.0
-122.59,38.92,1410,599,75000,0,2008,1.0
-122.6,38.9,292,92,91700,0,2000,1.0
-122.62,38.92,520,249,84700,0,2010,1.0
-122.65,38.92,70,20,112500,0,1993,1.0
-122.64,38.87,1177,519,73500,0,2007,1.0
-122.5,38.82,2394,877,109200,0,2011,1.0
-122.51,38.76,2589,1050,132600,0,2014,1.0
-122.55,38.81,3639,1027,132100,0,2016,2.0
-122.59,38.78,764,366,103100,0,2008,1.0
-122.66,38.81,852,461,83300,0,2001,1.0
-122.68,38.76,994,302,67900,0,1994,1.0
-122.62,38.73,1425,727,85300,0,2002,1.0
-122.64,38.71,531,231,89600,0,2003,1.0
-122.52,38.7,102,43,87500,0,1997,1.0
-121.11,41.07,1707,761,48100,0,1997,1.0
-120.96,41.12,779,364,59200,0,1994,1.0
-121.07,40.85,976,511,80800,0,2006,1.0
-120.38,40.98,777,318,40000,0,1996,1.0
-120.35,40.63,240,63,200000,0,1990,1.0
-120.77,40.65,2635,280,118300,0,2012,2.0
-121.02,40.51,890,406,78300,0,2006,1.0
-120.96,40.28,683,302,64100,0,2004,1.0
-121.03,40.35,5486,1977,49500,0,1971,4.0
-120.67,40.5,5343,2503,85900,0,2008,
-120.57,40.43,2045,1121,71500,0,2008,1.0
-120.66,40.42,1450,717,66400,0,1988,1.0
-120.65,40.42,3240,1467,64300,0,1984,2.0
-120.66,40.41,2081,1051,70200,0,1971,1.0
-120.64,40.41,1741,987,59300,0,1973,1.0
-120.71,40.36,4462,2229,105700,0,2004,3.0
-120.58,40.37,3412,1873,61800,0,2007,2.0
-120.42,40.38,1652,762,85600,0,1997,1.0
-120.36,40.45,689,355,70000,0,2004,1.0
-120.51,40.41,36,4198,67500,0,1987,1.0
-120.54,40.29,3391,1529,91000,0,2006,2.0
-120.49,40.31,1821,969,85100,0,2007,1.0
-120.37,40.17,789,406,73500,0,2002,1.0
-120.2,40.26,2399,1037,47600,0,1997,2.0
-120.09,39.92,2335,1028,60700,0,2004,2.0
-118.27,34.27,5205,2363,276100,0,1996,3.0
-118.28,34.26,1079,486,213000,0,1991,1.0
-118.29,34.26,3177,1845,191100,0,1990,2.0
-118.3,34.26,2824,1619,184500,0,1986,2.0
-118.3,34.26,2186,1145,191900,0,1981,1.0
-118.28,34.25,2045,1166,197600,0,1988,1.0
-118.28,34.25,2559,1886,162100,0,1994,
-118.29,34.25,1988,1399,175000,0,2004,2.0
-118.29,34.25,5568,3565,161500,0,2015,6.0
-118.27,34.25,2489,1215,257600,0,1986,1.0
-118.27,34.25,2091,879,261900,0,1988,1.0
-118.27,34.24,2180,1050,277600,0,1993,1.0
-118.27,34.25,779,371,230100,0,1988,1.0
-118.27,34.25,699,358,195800,0,1984,1.0
-118.28,34.24,2542,1278,263600,0,1991,2.0
-118.28,34.24,3390,1543,316900,0,1994,2.0
