price,bedrooms,bathrooms,sqft_living,ocean_proximity,yr_changed,latitude,longitude
769000,4,2.75,3630,0,1968,47.566,-122.225
430000,3,1.5,1690,0,1954,47.5732,-122.136
516250,6,2.0,2390,0,1925,47.7589,-122.216
760000,3,3.5,2350,0,1940,47.7288,-122.284
579950,3,3.5,1420,0,2003,47.6827,-122.324
476000,3,2.25,1570,0,1980,47.7604,-122.356
510000,3,1.75,1600,0,1967,47.7202,-122.249
205000,2,1.0,720,0,1955,47.5267,-122.36
240000,3,1.0,1470,0,1969,47.3616,-122.286
738000,5,3.5,2790,0,1991,47.4384,-122.347
420000,3,1.75,1720,0,1940,47.7336,-122.29
455000,3,1.75,1300,0,1969,47.6388,-122.103
765000,4,1.0,2520,0,1912,47.5785,-122.292
372000,4,1.5,1780,0,1962,47.5142,-122.163
160000,3,1.0,1200,0,1948,47.5414,-122.281
772000,4,2.5,2990,0,2003,47.6292,-122.024
1125000,5,1.75,1910,0,1906,47.6249,-122.311
479000,3,1.0,1370,0,1924,47.6619,-122.351
570000,3,2.5,1910,0,1999,47.5989,-122.016
350000,4,1.0,1170,0,1959,47.7281,-122.289
353000,3,2.5,1250,0,2004,47.6978,-122.318
699000,5,2.5,3340,0,2002,47.4565,-122.066
265000,3,2.0,1380,0,1955,47.4374,-122.335
167000,1,1.0,780,0,1989,47.713,-121.315
500000,4,2.25,2080,0,1964,47.6264,-122.113
700000,3,1.0,1410,0,1901,47.5924,-122.302
295000,1,1.0,520,0,1918,47.5579,-122.395
1010000,4,3.5,3500,0,2004,47.6834,-122.292
209000,2,1.0,840,0,1969,47.3644,-122.082
276000,3,1.75,2240,0,1968,47.2635,-122.284
380000,4,2.5,2100,0,2002,47.4956,-122.163
315000,3,1.5,1750,0,1954,47.5666,-121.902
685530,4,2.5,3130,0,1996,47.6618,-121.962
254600,3,2.0,1470,0,1968,47.2973,-122.08
230000,3,2.0,1440,0,2007,47.4947,-122.185
335000,3,3.0,1430,0,2003,47.6971,-122.34
550000,4,2.5,2170,0,1980,47.6789,-122.116
123300,3,1.0,1150,0,1956,47.374,-122.296
275436,4,2.75,2170,0,1966,47.3741,-122.189
325000,4,3.5,2630,0,1984,47.4355,-122.272
635000,4,2.5,2490,0,1997,47.6507,-122.004
513000,3,1.75,1710,0,1944,47.6689,-122.37
580000,4,2.5,2130,0,1980,47.5748,-122.031
225000,3,1.0,940,0,1954,47.4353,-122.335
265000,3,1.0,1400,0,1961,47.5119,-122.321
313000,4,1.75,1630,0,1978,47.5961,-122.305
296000,2,1.0,1370,0,1948,47.7344,-122.336
655500,4,2.75,2380,0,2001,47.5929,-122.133
250750,5,1.75,2140,0,1951,47.3167,-122.214
438000,4,2.5,1970,0,2004,47.4893,-122.138
590000,3,2.75,2550,0,1967,47.7596,-122.117
329500,3,1.0,1080,0,1947,47.7309,-122.336
1195000,3,2.25,3070,0,1987,47.5522,-122.144
415000,2,1.0,1470,0,1944,47.6527,-122.386
900000,4,2.5,3620,0,1984,47.7204,-122.115
378000,3,1.5,1050,0,1975,47.5602,-121.86
474000,2,1.0,1050,0,1905,47.2221,-122.059
464000,3,1.0,1320,0,1900,47.6049,-122.288
310000,3,1.0,1210,0,1956,47.7693,-122.32
580000,3,1.5,1860,0,1952,47.7716,-122.392
999000,3,2.75,2830,1,1962,47.3782,-122.514
510000,2,1.0,810,0,1942,47.6493,-122.398
650000,3,1.5,1630,0,1940,47.6725,-122.272
196000,3,1.0,880,0,1978,47.2707,-122.34
220000,4,1.75,1660,0,1952,47.4943,-122.331
855000,3,2.25,3440,0,1985,47.5647,-122.108
483000,3,1.75,2110,0,1978,47.7344,-122.246
400000,3,1.0,1060,0,1952,47.7703,-122.35
435000,3,2.5,1900,0,1993,47.7433,-122.194
219500,1,1.0,820,0,2007,47.5473,-122.371
2950000,4,3.5,4860,0,1996,47.6172,-122.23
427000,3,2.5,2050,0,2008,47.7612,-122.344
430000,2,1.5,1090,0,1900,47.6652,-122.338
685000,2,1.5,1090,0,1900,47.6652,-122.338
495000,2,1.5,1920,0,1937,47.6497,-122.393
299950,3,2.5,1870,0,1990,47.342,-122.279
390000,4,1.75,2690,0,1940,47.4951,-122.352
385000,3,1.75,2160,0,1928,47.5729,-122.315
740000,4,2.5,3000,0,1995,47.535,-122.049
991700,4,3.0,2290,0,2011,47.574,-122.415
765000,3,2.75,2250,0,1991,47.6033,-122.287
802000,4,2.25,2130,0,1961,47.5672,-122.161
950000,4,2.75,2500,0,1969,47.5901,-122.198
392000,4,2.5,2300,0,1988,47.3412,-122.108
590000,3,2.5,3360,0,1989,47.6601,-121.946
425000,4,2.5,1920,0,1989,47.5153,-122.37
765000,5,1.75,2440,0,1944,47.4948,-122.37
313500,3,2.25,1440,0,1983,47.7257,-122.162
320000,3,1.0,1780,0,1947,47.727,-122.3
604000,4,1.75,1490,0,1960,47.6388,-122.399
570000,3,2.0,1400,0,2004,47.6196,-122.298
639000,4,2.5,2150,0,1982,47.7224,-122.101
335000,4,2.0,1910,0,1963,47.4804,-122.133
896000,4,1.75,2660,0,1917,47.6743,-122.308
259500,3,1.75,1650,0,1957,47.442,-122.282
637000,3,2.0,1980,0,1958,47.6921,-122.283
307450,4,2.75,2690,0,1980,47.3078,-122.383
535000,3,1.75,1380,0,1925,47.6822,-122.399
669500,4,2.25,2500,0,1940,47.6882,-122.382
259000,3,1.75,1590,0,1952,47.4713,-122.344
441000,4,1.5,1100,0,1919,47.6033,-122.295
228800,4,2.5,1470,0,2003,47.5275,-122.271
530000,2,2.0,1680,0,2006,47.7194,-122.022
524000,2,2.0,1450,0,1924,47.633,-122.282
430000,4,2.25,2020,0,1925,47.5576,-122.376
1325000,4,3.25,2470,0,1906,47.6331,-122.31
210000,3,1.0,1230,0,1969,47.3285,-122.134
449000,4,2.5,1850,0,2013,47.5386,-122.373
945000,2,2.5,2540,0,2004,47.5747,-122.414
200450,3,1.0,970,0,1957,47.4369,-122.272
219950,3,1.5,1070,0,1985,47.3115,-122.209
659500,4,3.0,2620,0,1956,47.5646,-122.184
746000,4,2.75,2110,0,1966,47.6269,-122.1
540000,3,1.75,2110,0,1982,47.7219,-122.102
485000,5,2.0,1910,0,1968,47.7074,-122.349
202000,2,1.0,670,0,1942,47.5165,-122.372
2525000,4,5.5,6930,0,1991,47.5547,-122.144
502000,3,2.75,2010,0,1979,47.7728,-122.253
279000,2,2.75,1770,0,2003,47.2773,-122.276
409500,3,1.0,1340,0,1921,47.6916,-122.352
453000,3,2.0,1660,0,1983,47.7203,-122.194
367000,4,1.0,1820,0,1947,47.5185,-122.363
550000,3,2.5,2510,0,1992,47.5204,-122.206
273500,3,1.5,1560,0,1962,47.4117,-122.209
505000,4,3.0,2280,0,1978,47.711,-122.306
770000,3,2.5,2650,0,1994,47.668,-122.063
565000,4,2.25,2470,0,1984,47.7514,-122.286
316000,3,0.75,1270,0,1971,47.7567,-122.073
160000,4,1.0,1520,0,1960,47.3706,-122.31
170000,3,1.0,1310,0,1956,47.4105,-122.295
235000,3,1.0,1310,0,1956,47.4105,-122.295
1799000,4,3.5,3930,0,1999,47.6399,-122.158
310000,3,1.0,990,0,1967,47.7274,-122.202
285000,4,1.75,2080,0,1955,47.4866,-122.232
280000,2,1.0,960,0,1942,47.6946,-122.362
2298000,4,4.25,4070,0,2004,47.59,-122.229
763776,4,2.5,2750,0,1989,47.5843,-122.06
530000,5,2.75,3230,0,1965,47.4393,-122.347
362000,1,1.0,890,0,1996,47.7216,-121.883
430000,2,1.0,990,0,1931,47.6939,-122.368
456500,3,1.0,1290,0,1919,47.6879,-122.392
445000,4,2.5,2170,0,1989,47.6999,-122.305
386900,3,1.0,1330,0,1963,47.7204,-122.196
479000,3,1.0,1340,0,1955,47.5771,-122.151
525000,3,2.5,2200,0,2000,47.5319,-121.867
272000,4,1.75,2520,0,1979,47.3224,-122.343
517000,4,1.0,1180,0,1950,47.7165,-122.308
615000,3,1.75,2660,0,1951,47.6993,-122.378
439000,3,1.75,1250,0,1965,47.6285,-122.118
716000,3,2.5,2270,0,1988,47.5622,-122.022
308000,2,1.0,1080,0,1968,47.5128,-122.251
800000,3,2.25,1620,0,1926,47.643,-122.361
575000,3,2.0,940,0,1941,47.6771,-122.398
219950,3,1.5,1620,0,1967,47.3665,-122.107
770000,4,2.5,2350,0,1987,47.5478,-122.153
424950,3,1.75,2090,0,1967,47.7326,-122.194
387000,3,2.25,1760,0,1984,47.5124,-121.866
790000,4,1.75,2050,0,1974,47.7431,-122.286
156000,2,1.0,600,0,1933,47.5065,-122.339
580000,2,1.0,2540,0,1942,47.5259,-122.261
490000,4,2.25,2090,0,1970,47.6715,-122.164
950000,5,3.25,2700,0,2014,47.5959,-122.291
400000,2,2.5,1410,0,2008,47.5659,-122.37
325000,2,2.5,1170,0,2008,47.7041,-122.351
365000,4,2.5,2540,0,2002,47.3314,-122.18
255000,3,1.75,2190,0,1920,47.3063,-122.223
985000,5,3.5,3890,0,1984,47.7246,-122.284
595000,4,2.5,2030,0,1967,47.6955,-122.301
427500,3,1.0,1350,0,1944,47.7318,-122.305
728000,3,1.5,1940,0,1915,47.6205,-122.291
549950,2,1.0,1260,0,1940,47.6898,-122.384
650000,3,2.0,2800,0,1954,47.7055,-122.315
1125000,5,3.25,3080,0,1968,47.6651,-122.19
203000,3,1.0,840,0,1969,47.3637,-122.083
311000,2,1.0,860,0,1903,47.5496,-122.279
387500,6,2.0,2400,0,2005,47.7705,-122.269
370000,4,2.0,1640,0,1963,47.7471,-122.324
228000,2,1.0,1060,0,1951,47.7317,-122.296
740000,2,1.75,2080,0,1923,47.6896,-122.362
200000,4,2.0,2090,0,1974,47.5077,-122.268
660000,3,1.0,1240,0,1927,47.6835,-122.347
275000,4,2.0,2030,0,1944,47.4806,-122.287
708000,2,1.0,1120,0,1938,47.6496,-122.392
280000,3,2.5,1270,0,1993,47.4639,-121.744
325000,4,2.5,2260,0,2002,47.3488,-122.151
495000,3,2.5,1780,0,1995,47.4723,-121.707
691000,2,2.0,1780,0,1922,47.6474,-122.362
2288000,4,2.5,4080,0,1983,47.6344,-122.214
329500,3,2.5,2120,0,1979,47.341,-122.265
348000,3,2.5,2060,0,1989,47.3045,-122.351
425000,2,1.0,1670,0,1947,47.7152,-122.282
210000,3,1.0,1080,0,1942,47.5515,-122.357
285000,2,1.0,1210,0,1951,47.5202,-122.373
222000,3,1.0,990,0,1966,47.3074,-122.371
200000,4,2.5,1720,0,1961,47.2917,-122.188
247500,3,2.0,1530,0,1995,47.2974,-122.372
1500000,4,5.5,6550,0,2006,47.4302,-122.095
190000,3,1.75,1100,0,1942,47.4864,-122.337
975000,4,2.5,3020,0,1921,47.6467,-122.304
1130000,4,3.0,3180,0,1925,47.6583,-122.273
283200,4,1.75,1830,0,1958,47.3348,-122.324
650000,3,2.5,2540,0,1937,47.7176,-122.36
449500,3,2.0,1770,0,1954,47.7703,-122.343
400000,3,1.75,1470,0,1987,47.7315,-122.226
89950,1,1.0,570,0,1942,47.5098,-122.334
158800,3,1.0,960,0,1950,47.5006,-122.334
870000,4,3.0,2940,0,2011,47.5437,-122.395
196000,3,1.5,1000,0,1989,47.2976,-122.271
850000,3,1.75,2450,0,1940,47.6536,-122.414
775000,4,2.5,3310,0,2005,47.6649,-122.08
483500,3,2.5,1670,0,2001,47.5307,-122.047
387000,3,1.5,1620,0,1990,47.767,-121.903
900000,3,3.0,2990,0,2003,47.7602,-122.278
336000,3,1.5,1240,0,1964,47.5659,-122.36
415000,2,1.0,670,0,1949,47.561,-122.275
380000,0,0.0,1470,0,2006,47.7145,-122.356
350000,3,1.5,1320,0,1909,47.6231,-122.292
1320000,4,5.25,6110,0,2005,47.5285,-122.135
765000,3,1.75,2440,0,1945,47.6474,-122.412
527000,4,2.5,2900,0,2013,47.4954,-122.152
524000,4,2.75,2310,0,1908,47.5502,-122.268
448000,2,1.0,1110,0,1937,47.6925,-122.32
775000,4,3.25,4100,0,1981,47.7302,-122.096
176500,3,1.0,930,0,1910,47.3745,-122.231
750000,4,2.25,2420,0,1952,47.4954,-122.366
1265000,4,2.25,2870,0,1951,47.6362,-122.282
250000,3,1.0,1480,0,1958,47.505,-122.366
759000,3,2.75,1960,0,1900,47.6032,-122.285
640000,3,2.0,1470,0,1926,47.6398,-122.393
990000,3,3.25,2460,0,1910,47.6782,-122.311
395000,4,1.75,1960,0,1946,47.7326,-122.291
275000,2,1.5,1160,0,2006,47.7677,-122.315
390000,3,2.5,1910,0,1997,47.4956,-122.162
752500,5,2.75,2720,0,1913,47.6612,-122.363
450000,2,1.0,1020,0,1906,47.6725,-122.396
473000,2,1.0,900,0,1909,47.6804,-122.378
178500,3,1.75,1120,0,1973,47.4418,-121.772
485000,3,2.5,2340,0,1985,47.4052,-122.028
215000,3,1.5,1410,0,1982,47.2914,-122.368
589000,4,1.75,1920,0,1919,47.5747,-122.384
325000,4,1.75,1370,0,1918,47.7572,-122.228
580000,3,2.5,1590,0,2004,47.5903,-122.388
181100,4,1.75,1850,0,1954,47.4217,-122.333
345000,3,2.0,1430,0,1908,47.6462,-122.384
781000,3,1.75,1940,0,1960,47.7027,-122.282
402500,4,1.0,1270,0,1903,47.6135,-122.307
426000,3,1.5,1380,0,1948,47.5292,-122.348
389000,3,2.5,1720,0,2005,47.5426,-121.879
670000,6,3.0,4050,0,1970,47.4708,-122.015
1506000,4,3.25,3660,0,1995,47.6283,-122.312
288400,3,2.25,1870,0,1997,47.4915,-122.167
700000,4,2.0,2230,0,1908,47.682,-122.349
830000,4,3.0,2020,0,2015,47.6563,-122.401
1899000,2,2.75,3690,1,1989,47.4485,-122.369
350500,2,1.0,1450,0,1967,47.6924,-122.321
431000,3,1.75,1630,0,1956,47.4521,-122.36
485000,3,2.5,1840,0,1958,47.7767,-122.378
780000,3,1.5,1620,0,1949,47.7014,-122.381
720000,2,1.5,1840,0,1957,47.5281,-122.388
415000,3,1.0,1360,0,1971,47.7528,-122.119
480000,4,1.0,2080,0,1941,47.6838,-122.386
452250,4,2.25,2550,0,1979,47.77,-122.259
316000,3,2.5,2550,0,1985,47.311,-122.345
700000,2,1.0,1160,1,1945,47.5117,-122.248
285000,4,2.0,1760,0,2004,47.5183,-122.265
575000,3,1.75,1720,0,1906,47.6782,-122.314
590000,3,2.25,2300,0,1960,47.435,-122.347
587500,4,1.75,2500,0,1956,47.431,-122.338
364000,4,2.25,1750,0,1968,47.7612,-122.31
490000,3,2.5,1890,0,1986,47.6478,-122.061
410000,3,2.25,1800,0,1978,47.4688,-122.013
520000,3,2.5,2160,0,1999,47.5476,-122.012
389000,3,1.0,1380,0,1947,47.7164,-122.351
450000,2,1.0,1180,0,1910,47.6531,-122.373
325000,3,2.5,2550,0,2006,47.3986,-122.169
660000,2,1.0,1070,0,1924,47.6631,-122.337
850000,3,2.25,2870,0,1995,47.5363,-122.385
285000,3,2.5,1940,0,1990,47.3794,-122.113
395000,2,1.0,870,0,1923,47.6659,-122.369
440000,3,2.0,1550,0,1996,47.6545,-122.348
249000,3,1.75,1400,0,1917,47.5133,-122.196
635000,3,1.75,1210,0,1930,47.6621,-122.288
515000,3,2.5,3430,0,2001,47.2609,-122.27
1400000,3,3.25,3020,0,1954,47.6332,-122.29
200000,2,1.0,950,0,1955,47.4572,-122.351
1135000,4,2.75,3370,0,2014,47.5232,-122.383
445000,4,1.0,1460,0,1946,47.566,-122.38
555000,3,1.5,1740,0,1920,47.6782,-122.361
537000,4,2.0,1720,0,1950,47.5734,-122.395
315000,3,1.75,1480,0,1968,47.4629,-122.187
805000,5,2.5,3320,0,2000,47.5862,-122.054
414000,4,2.5,3490,0,1969,47.3198,-122.386
375000,2,1.5,1160,0,2002,47.5916,-122.293
401000,4,1.75,3010,0,1952,47.707,-122.316
210000,3,1.0,1030,0,1967,47.4231,-122.329
365000,2,1.0,980,0,1939,47.7002,-122.314
178000,5,1.5,1990,0,1960,47.4938,-122.262
710000,2,1.0,1790,0,1923,47.6405,-122.301
255000,2,1.0,810,0,1928,47.489,-122.337
528000,5,2.25,2940,0,1977,47.7653,-122.077
537000,4,4.25,4883,0,2006,47.263,-122.216
442000,4,1.5,1360,0,1955,47.5755,-122.396
375000,3,1.75,1370,0,2006,47.7002,-121.912
637250,4,2.5,2120,0,2005,47.6662,-122.083
427500,3,1.75,1240,0,1942,47.5142,-122.389
700000,4,2.5,2770,0,2004,47.6624,-122.01
680000,3,1.75,1660,0,1909,47.5843,-122.385
393820,2,2.0,1170,0,1941,47.6873,-122.291
525000,4,2.75,2470,0,1940,47.5631,-122.317
505000,2,1.75,1310,0,1929,47.679,-122.368
555565,3,2.0,1670,0,1959,47.6602,-122.188
650000,3,1.75,1660,0,1942,47.7045,-122.379
632500,5,3.25,3500,0,2005,47.5444,-121.881
269000,3,2.5,1440,0,2005,47.3606,-122.039
405000,4,2.75,2360,0,1978,47.7301,-122.223
845000,3,3.5,3460,0,1986,47.7262,-122.06
234000,3,1.0,1750,0,1961,47.3608,-122.29
638000,4,1.75,1470,0,1946,47.6692,-122.399
290000,3,1.75,1710,0,1967,47.4678,-121.745
262000,1,0.75,520,0,1920,47.2082,-121.995
270000,4,2.5,2350,0,2003,47.3494,-122.153
875000,4,2.25,2380,0,1948,47.6822,-122.4
299000,3,2.25,1920,0,1982,47.3631,-122.276
551000,3,1.0,1580,0,1947,47.5286,-122.032
350000,3,2.75,3070,0,1986,47.4486,-122.353
1901000,3,2.5,2660,0,1992,47.6501,-122.217
511718,2,1.75,1700,0,1915,47.6787,-122.363
965000,4,3.25,5010,0,1978,47.5489,-122.092
475000,4,2.25,2680,0,1999,47.7539,-122.219
1062000,4,2.75,2720,0,1928,47.6797,-122.359
252000,2,1.0,940,0,1926,47.4408,-122.461
580000,6,2.5,3596,0,1964,47.4388,-122.339
374950,2,2.25,1240,0,2008,47.5877,-122.316
739000,5,4.0,4660,0,1979,47.5135,-122.2
271000,4,1.75,1710,0,1975,47.3967,-122.174
230000,2,1.0,930,0,1986,47.4866,-122.303
210000,3,2.25,1430,0,1984,47.3239,-122.35
350000,3,2.75,1650,0,1988,47.4563,-122.348
491500,3,2.25,1560,0,1968,47.7256,-122.166
325000,3,2.5,1870,0,1994,47.4639,-121.744
190000,3,2.0,1320,0,1987,47.3635,-122.045
658600,4,2.0,1400,0,1945,47.6826,-122.378
299950,3,1.5,1940,0,1958,47.473,-122.328
464000,5,2.0,2000,0,1931,47.6028,-122.298
308000,3,1.0,1640,0,1942,47.5027,-122.33
625000,3,1.0,1020,0,1919,47.6795,-122.202
240000,3,1.75,1630,0,1977,47.3729,-122.295
530000,4,2.5,2940,0,1995,47.3401,-122.067
1000000,5,4.5,2120,1,1963,47.5488,-122.197
439000,1,1.0,790,0,1918,47.6178,-122.299
575000,4,1.75,2020,0,1948,47.7013,-122.35
418000,3,1.75,1530,0,1959,47.7629,-122.315
1208000,4,3.75,3250,0,1989,47.639,-122.219
1100000,4,3.75,2930,0,1925,47.643,-122.359
1900000,3,3.75,3150,0,2007,47.6387,-122.284
580000,3,2.5,2180,0,1985,47.733,-122.09
380000,2,1.0,1040,0,1939,47.5285,-122.378
256000,3,1.0,880,0,1924,47.4858,-122.202
349950,3,1.0,1400,0,1957,47.7127,-122.325
691500,4,2.5,2600,0,2002,47.6944,-122.274
556000,3,1.75,1590,0,1908,47.6668,-122.299
218000,3,2.25,1610,0,1968,47.3146,-122.384
425000,4,2.0,1390,0,1908,47.5552,-122.311
935000,3,3.25,3710,0,1998,47.693,-121.868
732000,4,1.75,2360,0,1974,47.5728,-122.163
805500,3,1.0,1440,0,1952,47.6245,-122.193
507250,3,1.75,1400,0,1915,47.5659,-122.38
800000,4,2.5,4600,0,1990,47.6417,-121.992
600000,3,2.25,2100,0,1979,47.6068,-122.112
627800,4,1.75,2010,0,1982,47.6446,-122.068
660000,2,2.25,2550,0,1902,47.6739,-122.323
153503,2,2.5,1240,0,1986,47.3241,-122.322
456500,3,2.25,2090,0,1975,47.7334,-122.167
1306000,5,2.5,2770,0,2002,47.6341,-122.208
843500,3,2.5,3560,0,1997,47.7126,-122.104
625000,3,1.0,1240,0,1925,47.667,-122.333
527000,2,1.75,1640,0,1921,47.6645,-122.326
1965000,5,3.75,3940,0,1951,47.6203,-122.212
1003000,5,2.5,3150,0,1969,47.6387,-122.177
855000,4,3.0,2550,0,2013,47.6786,-122.367
725000,4,3.25,3940,0,2000,47.5157,-122.116
315000,1,1.0,580,0,2000,47.5249,-122.373
180000,3,1.75,1330,0,1978,47.28,-122.257
700000,2,1.0,930,0,2013,47.5333,-122.388
476500,3,1.0,1060,0,1997,47.6615,-122.179
193000,3,1.5,1180,0,1960,47.4327,-122.328
295000,4,2.5,1850,0,1990,47.3618,-122.195
363000,2,1.0,820,0,1925,47.5483,-122.394
875000,4,2.5,3600,0,1990,47.7121,-122.072
257200,3,2.0,1850,0,1952,47.3066,-122.209
555000,3,2.0,2240,0,1968,47.6371,-122.119
380000,3,2.25,1860,0,1963,47.1559,-121.646
282000,4,2.75,2390,0,1989,47.3061,-122.359
545000,4,2.5,2040,0,1990,47.6952,-122.323
550000,3,1.5,1900,0,1926,47.6779,-122.294
921500,3,1.5,1900,0,1926,47.6779,-122.294
885000,3,1.5,2200,0,1904,47.6308,-122.312
820000,4,2.25,2280,0,1984,47.6503,-122.368
289000,3,1.0,1090,0,1981,47.494,-122.165
334000,1,1.0,670,0,2011,47.5624,-122.394
206000,3,1.0,1050,0,1906,47.3106,-121.999
491950,3,2.25,2090,0,1958,47.6971,-122.281
430000,3,2.5,2030,0,2003,47.5253,-121.93
208000,3,2.0,1250,0,1980,47.3684,-122.092
245000,4,2.25,2600,0,1978,47.3174,-122.366
426000,2,1.0,640,0,1918,47.6776,-122.361
400000,3,2.5,2120,0,2006,47.4787,-122.129
553000,3,1.0,1330,0,1942,47.6837,-122.291
296000,2,1.0,750,0,1948,47.6919,-122.371
428000,3,2.5,2230,0,1977,47.3321,-122.105
325000,4,2.5,1890,0,1980,47.551,-122.356
294000,2,1.0,820,0,1952,47.7512,-122.34
410000,3,1.75,1880,0,1977,47.5116,-122.161
590000,4,4.25,2360,0,1987,47.2843,-122.294
445000,3,2.25,1850,0,1985,47.5669,-122.017
921000,4,2.5,2310,0,1928,47.6044,-122.284
496000,3,1.5,2520,0,1955,47.4777,-121.763
95000,2,1.0,800,0,1947,47.4075,-122.294
359000,4,1.75,1580,0,1945,47.5378,-122.369
452500,3,2.5,2430,0,1985,47.4828,-121.718
555000,4,1.75,2350,0,1946,47.559,-122.397
549900,5,3.0,3800,0,1984,47.3488,-122.095
569000,5,3.0,3670,0,1952,47.7589,-122.277
318500,4,2.0,1780,0,1974,47.4562,-122.158
487028,2,1.5,1295,0,2007,47.6192,-122.299
240000,3,1.0,1350,0,1959,47.3784,-122.303
253000,3,2.25,1440,0,1965,47.3857,-122.212
380000,5,1.75,1320,0,1947,47.3937,-122.323
250000,2,0.75,700,0,1958,47.3009,-122.125
368500,2,1.75,2510,0,1977,47.3103,-122.199
340000,3,1.0,3180,0,1969,47.1986,-121.967
400000,2,1.0,910,0,1918,47.5427,-122.388
835000,3,2.0,1570,0,1927,47.68,-122.399
299000,3,2.5,2450,0,1993,47.3061,-122.36
1675000,6,2.25,4910,0,1910,47.6458,-122.32
265000,3,2.0,1570,0,1998,47.3156,-122.188
437500,4,2.5,2680,0,1998,47.4956,-122.161
865000,3,1.75,2090,0,2013,47.657,-122.394
626000,3,2.0,2150,0,1988,47.5709,-122.018
247300,2,2.0,1140,0,2009,47.596,-122.311
2075000,4,3.5,4230,0,1997,47.5954,-122.206
425000,3,1.0,1790,0,1937,47.5448,-122.32
905000,5,3.5,3100,0,1970,47.6134,-122.112
641250,3,2.5,2220,0,1990,47.6963,-122.393
675000,4,2.5,2370,0,1984,47.5631,-122.085
845000,4,2.75,4070,0,2002,47.4843,-121.752
401500,4,1.0,1790,0,1954,47.7627,-122.353
395000,3,2.5,1610,0,1987,47.6825,-122.097
1100000,5,2.75,2830,0,1958,47.5773,-122.226
145000,3,1.0,1010,0,1954,47.4762,-122.293
900000,3,1.0,1560,0,1930,47.6803,-122.387
374500,3,1.5,1330,0,1968,47.7289,-122.203
850000,4,2.25,2330,0,1965,47.6044,-122.168
490000,3,1.0,960,0,1951,47.5689,-122.393
304000,3,2.5,1710,0,1993,47.2635,-122.312
400000,4,2.25,2230,0,1963,47.7648,-122.33
454000,3,2.0,1700,0,1992,47.7661,-122.205
160000,2,2.0,1040,0,1950,47.5293,-122.272
542000,3,1.75,1070,0,2014,47.67,-122.155
403500,5,2.5,3600,0,1968,47.4468,-122.341
418000,4,2.5,2750,0,2003,47.3671,-122.029
406000,4,1.5,1920,0,1951,47.4029,-122.321
242500,3,2.25,1770,0,1978,47.3814,-122.322
425000,4,2.5,2460,0,2003,47.448,-122.121
613000,4,2.0,1550,0,1909,47.667,-122.336
189000,3,2.0,1460,0,1995,47.4493,-121.777
700000,4,2.25,2440,0,2014,47.7061,-122.307
750000,3,1.0,1640,0,1935,47.6693,-122.339
494000,2,1.0,1290,0,1906,47.6877,-122.325
700000,4,3.0,3150,0,2000,47.5972,-122.018
705000,2,2.5,2305,0,2007,47.7203,-122.024
356000,2,1.75,1060,0,1977,47.7409,-122.089
625000,3,1.75,2060,0,1984,47.6659,-122.144
144975,2,1.0,900,0,1940,47.4177,-122.319
970000,4,4.5,3890,0,2004,47.5426,-121.995
415000,3,1.75,1910,0,1977,47.7399,-122.099
485000,4,3.0,2340,0,1979,47.7306,-122.227
799950,3,3.0,2900,0,1997,47.6993,-122.118
783350,4,2.5,3290,0,1991,47.7231,-122.038
430000,1,1.0,630,0,1943,47.6342,-122.342
2544750,5,4.75,5410,0,1941,47.6306,-122.288
975000,4,2.5,4270,0,1991,47.6915,-122.053
950000,3,1.5,1700,0,1950,47.6304,-122.218
350000,2,1.0,1430,0,1944,47.7256,-122.361
637000,4,2.75,2850,0,2008,47.7097,-122.305
895000,3,2.0,2160,0,1991,47.4806,-122.152
579000,2,2.0,1760,0,1946,47.5658,-122.276
314900,4,1.75,2700,0,1958,47.2877,-122.293
122000,2,1.0,860,0,1945,47.2109,-121.985
405000,2,1.0,880,0,1927,47.6868,-122.349
553650,2,2.5,1360,0,1997,47.6254,-122.292
369900,2,2.5,1770,0,2007,47.5472,-122.371
225000,3,2.0,2030,0,1979,47.2718,-122.291
160000,2,1.0,1180,0,1918,47.4889,-122.259
449500,4,2.0,2430,0,1961,47.4116,-122.029
650000,3,1.0,1300,0,1953,47.6337,-122.199
542126,4,2.5,2360,0,1977,47.7661,-122.071
309950,3,1.5,1200,0,1985,47.4752,-121.755
115000,2,1.0,1000,0,1913,47.2841,-122.255
221700,2,1.5,1556,0,1957,47.3891,-122.282
726000,3,2.5,1890,0,1915,47.6642,-122.362
515000,3,1.75,1810,0,1926,47.5709,-122.388
756000,4,2.5,2730,0,1991,47.5414,-122.133
1570000,4,3.75,3070,0,1927,47.633,-122.283
442000,4,2.25,2080,0,1979,47.6259,-122.051
260000,4,2.0,1620,0,1975,47.395,-122.176
390000,2,1.75,1150,0,1923,47.6357,-122.322
459500,2,1.0,1250,0,1929,47.6805,-122.38
330000,3,1.5,1430,0,1948,47.772,-122.322
189000,2,1.0,790,0,1944,47.4873,-122.324
280000,3,1.0,1200,0,1954,47.3749,-122.225
400000,2,1.75,2110,0,1948,47.7504,-122.306
368000,4,2.0,3160,0,1942,47.4937,-122.184
390000,4,1.75,2700,0,1968,47.454,-122.144
245000,2,1.0,820,0,1945,47.7321,-122.341
375000,4,2.5,1800,0,1960,47.7463,-122.336
465000,5,1.5,1750,0,1961,47.6995,-122.174
445000,3,2.0,1540,0,1997,47.5018,-122.126
250000,3,1.0,1130,0,1952,47.5239,-122.288
