longitude,latitude,sqft_living,total_bedrooms,population,price,ocean_proximity,yr_changed
-119.63,36.33,2928,2.0,1633,67500,0,2009
-119.61,36.33,1492,1.0,926,61500,0,1991
-119.63,36.32,1518,1.0,749,61000,0,1987
-119.66,36.34,1338,1.0,859,59700,0,1991
-119.65,36.34,1730,1.0,752,67200,0,1977
-119.65,36.34,1869,1.0,832,76100,0,1976
-119.64,36.34,2958,2.0,1504,56700,0,1991
-119.64,36.33,3095,3.0,1852,51700,0,1982
-119.65,36.33,1257,1.0,624,59100,0,1971
-119.65,36.33,1059,1.0,693,53800,0,1976
-119.68,36.32,592,1.0,268,120800,0,1997
-119.67,36.33,1241,1.0,850,81700,0,2004
-119.66,36.33,2048,1.0,1052,92800,0,2007
-119.66,36.33,1623,1.0,988,58100,0,2013
-119.66,36.32,2652,2.0,1532,56800,0,1999
-119.68,36.32,1325,1.0,873,54400,0,1995
-119.68,36.31,2739,2.0,1859,60600,0,2011
-119.66,36.3,1147,1.0,717,70500,0,2005
-119.65,36.32,1294,1.0,713,50400,0,2012
-119.64,36.32,2205,2.0,1772,43100,0,1991
-119.65,36.3,941,1.0,588,53400,0,1995
-119.64,36.31,1513,1.0,1071,50100,0,1996
-119.61,36.31,1847,1.0,1460,46300,0,1998
-119.57,36.27,2673,1.0,1394,97400,0,2003
-119.69,36.25,2011,1.0,970,94100,0,1988
-119.63,36.18,207,1.0,171,100000,0,2000
-119.59,36.11,752,1.0,524,50000,0,1991
-119.57,36.09,2015,1.0,992,53200,0,2017
-119.58,36.1,1382,1.0,1469,46500,0,2002
-119.56,36.1,424,1.0,284,43800,0,1994
-119.56,36.1,1093,1.0,893,50800,0,1998
-119.56,36.09,1648,1.0,792,64700,0,1988
-119.56,36.09,1267,1.0,1077,52300,0,2009
-119.56,36.08,766,1.0,639,42100,0,1986
-119.58,36.11,2004,1.0,1397,61600,0,2002
-119.57,36.1,1461,1.0,1201,54800,0,2007
-119.57,36.1,1729,1.0,737,68800,0,1987
-119.57,36.1,1676,1.0,707,60700,0,1986
-119.74,36.15,1548,1.0,1137,61300,0,2002
-119.9,36.2,187,1.0,106,137500,0,1980
-119.82,36.19,1293,1.0,694,52200,0,1990
-119.99,36.09,333,1.0,198,100000,0,2000
-119.96,35.99,1047,1.0,1505,47700,0,1998
-119.8,36.02,156,1.0,171,225000,0,2003
-120.14,36.04,2533,2.0,1371,60900,0,1996
-120.12,36.01,1165,1.0,1119,48500,0,2005
-120.14,36.0,1726,1.0,1371,43900,0,1990
-120.12,35.99,2049,1.0,1387,56200,0,2016
-120.13,35.87,48,1.0,13,71300,0,1997
-120.0,35.91,259,1.0,131,62500,0,2007
-122.89,39.42,411,1.0,26,73500,0,2007
-122.9,39.23,1295,1.0,534,98900,0,1984
-122.91,39.18,89,1.0,86,72500,0,1980
-122.91,39.17,202,1.0,142,68300,0,1979
-122.9,39.17,1314,1.0,649,73600,0,1978
-122.88,39.14,1125,1.0,521,106300,0,2003
-123.07,39.12,1098,1.0,353,92600,0,1999
-122.95,39.13,380,1.0,225,137500,0,2006
-122.89,39.11,1588,1.0,585,71100,0,2013
-122.9,39.09,2483,2.0,835,143200,0,2008
-122.92,39.08,341,1.0,146,166300,0,1999
-122.94,39.1,681,1.0,272,140600,0,2005
-122.99,39.02,1582,1.0,851,164100,0,2009
-122.91,39.07,2202,1.0,1000,102300,0,2002
-122.91,39.06,1236,1.0,601,100300,0,2002
-122.92,39.05,1548,1.0,605,119000,0,2007
-122.91,39.05,1128,1.0,621,93500,0,2003
-122.92,39.05,3131,2.0,1591,80700,0,1985
-122.91,39.05,789,1.0,295,95000,0,1996
-122.91,39.03,2374,2.0,723,95800,0,2009
-122.7,39.14,532,1.0,214,108300,0,2010
-122.87,39.13,1927,1.0,810,86500,0,2008
-122.86,39.08,3127,2.0,1015,78800,0,1999
-122.83,39.09,2191,1.0,679,94700,0,1997
-122.79,39.09,1798,1.0,685,66800,0,2003
-122.8,39.08,1880,1.0,798,65000,0,2006
-122.79,39.08,952,1.0,321,89000,0,2000
-122.78,39.05,1601,1.0,661,108900,0,2008
-122.53,39.09,1264,1.0,370,69700,0,2012
-122.69,39.04,254,1.0,66,112500,0,2014
-122.73,39.04,1618,1.0,425,111500,0,2000
-122.69,39.02,2199,2.0,744,72400,0,1996
-122.66,39.03,1446,1.0,594,53300,0,1996
-122.66,39.02,3715,3.0,943,109400,0,2007
-122.7,39.0,793,1.0,186,162500,0,2005
-122.7,38.99,1177,1.0,181,134700,0,2005
-122.65,38.99,4279,3.0,1596,75900,0,2007
-122.52,38.99,975,1.0,337,77800,0,2007
-122.68,38.98,2300,2.0,526,109700,0,1996
-122.65,38.97,1856,1.0,703,60000,0,1991
-122.63,38.96,1708,1.0,633,64000,0,2006
-122.62,38.95,2230,2.0,832,58800,0,2004
-122.62,38.94,1731,1.0,638,57500,0,2009
-122.61,38.93,231,1.0,108,71300,0,2009
-122.6,38.93,1657,1.0,572,62000,0,2007
-122.62,38.96,1914,1.0,828,69000,0,2007
-122.63,38.96,2507,2.0,1072,60200,0,2003
-122.65,38.96,2143,2.0,898,63200,0,1996
-122.64,38.96,883,1.0,326,58200,0,1994
-122.64,38.95,1503,1.0,522,68900,0,1995
-122.63,38.95,686,1.0,246,77300,0,2012
-122.63,38.94,661,1.0,192,49000,0,1998
-122.63,38.94,3844,3.0,1832,81800,0,2005
-122.62,38.94,524,1.0,215,55000,0,2010
-122.7,38.97,2554,2.0,723,114200,0,2006
-122.75,39.01,4162,3.0,889,200500,0,2006
-122.79,39.02,642,1.0,265,96900,0,2000
-122.78,38.97,5175,3.0,2144,97300,0,2012
-122.69,38.94,1245,1.0,517,93400,0,2014
-122.71,38.91,41,1.0,94,55000,0,2003
-122.86,39.05,1592,1.0,647,136800,0,2003
-122.85,39.0,1580,1.0,753,88500,0,2003
-122.83,38.99,289,1.0,191,113900,0,2008
-122.83,38.98,1383,1.0,719,77800,0,2006
-122.84,38.98,939,1.0,556,75000,0,2002
-122.92,38.97,2067,1.0,904,134200,0,2003
-122.89,38.93,1214,1.0,504,105700,0,2003
-122.83,38.96,1318,1.0,567,93800,0,2008
-122.77,38.92,712,1.0,293,119400,0,1997
-122.83,38.89,640,1.0,268,100000,0,2012
-122.72,38.88,2781,,890,96600,0,1994
-122.74,38.83,4515,3.0,1554,90800,0,2011
-122.48,38.9,304,1.0,161,112500,0,2013
-122.59,38.92,1410,1.0,599,75000,0,2008
-122.6,38.9,292,1.0,92,91700,0,2000
-122.62,38.92,520,1.0,249,84700,0,2010
-122.65,38.92,70,1.0,20,112500,0,1993
-122.64,38.87,1177,1.0,519,73500,0,2007
-122.5,38.82,2394,1.0,877,109200,0,2011
-122.51,38.76,2589,1.0,1050,132600,0,2014
-122.55,38.81,3639,2.0,1027,132100,0,2016
-122.59,38.78,764,1.0,366,103100,0,2008
-122.66,38.81,852,1.0,461,83300,0,2001
-122.68,38.76,994,1.0,302,67900,0,1994
-122.62,38.73,1425,1.0,727,85300,0,2002
-122.64,38.71,531,1.0,231,89600,0,2003
-122.52,38.7,102,1.0,43,87500,0,1997
-121.11,41.07,1707,1.0,761,48100,0,1997
-120.96,41.12,779,1.0,364,59200,0,1994
-121.07,40.85,976,1.0,511,80800,0,2006
-120.38,40.98,777,1.0,318,40000,0,1996
-120.35,40.63,240,1.0,63,200000,0,1990
-120.77,40.65,2635,2.0,280,118300,0,2012
-121.02,40.51,890,1.0,406,78300,0,2006
-120.96,40.28,683,1.0,302,64100,0,2004
-121.03,40.35,5486,4.0,1977,49500,0,1971
-120.67,40.5,5343,,2503,85900,0,2008
-120.57,40.43,2045,1.0,1121,71500,0,2008
-120.66,40.42,1450,1.0,717,66400,0,1988
-120.65,40.42,3240,2.0,1467,64300,0,1984
-120.66,40.41,2081,1.0,1051,70200,0,1971
-120.64,40.41,1741,1.0,987,59300,0,1973
-120.71,40.36,4462,3.0,2229,105700,0,2004
-120.58,40.37,3412,2.0,1873,61800,0,2007
-120.42,40.38,1652,1.0,762,85600,0,1997
-120.36,40.45,689,1.0,355,70000,0,2004
-120.51,40.41,36,1.0,4198,67500,0,1987
-120.54,40.29,3391,2.0,1529,91000,0,2006
-120.49,40.31,1821,1.0,969,85100,0,2007
-120.37,40.17,789,1.0,406,73500,0,2002
-120.2,40.26,2399,2.0,1037,47600,0,1997
-120.09,39.92,2335,2.0,1028,60700,0,2004
-118.27,34.27,5205,3.0,2363,276100,0,1996
-118.28,34.26,1079,1.0,486,213000,0,1991
-118.29,34.26,3177,2.0,1845,191100,0,1990
-118.3,34.26,2824,2.0,1619,184500,0,1986
-118.3,34.26,2186,1.0,1145,191900,0,1981
-118.28,34.25,2045,1.0,1166,197600,0,1988
-118.28,34.25,2559,,1886,162100,0,1994
-118.29,34.25,1988,2.0,1399,175000,0,2004
-118.29,34.25,5568,6.0,3565,161500,0,2015
-118.27,34.25,2489,1.0,1215,257600,0,1986
-118.27,34.25,2091,1.0,879,261900,0,1988
-118.27,34.24,2180,1.0,1050,277600,0,1993
-118.27,34.25,779,1.0,371,230100,0,1988
-118.27,34.25,699,1.0,358,195800,0,1984
-118.28,34.24,2542,2.0,1278,263600,0,1991
-118.28,34.24,3390,2.0,1543,316900,0,1994
-118.3,34.25,1300,1.0,688,176700,0,1987
-118.33,34.24,6434,4.0,3540,293300,0,1992
-118.35,34.22,9259,6.0,3963,228700,0,2004
-118.35,34.22,1260,1.0,638,258300,0,1993
-118.35,34.21,1470,1.0,1047,181400,0,1984
-118.35,34.21,1073,1.0,804,172600,0,1981
-118.31,34.28,3258,2.0,1810,219900,0,1989
-118.31,34.27,1446,1.0,759,215600,0,1988
-118.3,34.26,1510,1.0,809,176500,0,1980
-118.3,34.26,1065,1.0,605,185900,0,1983
-118.31,34.26,2264,1.0,1124,189600,0,1985
-118.31,34.26,1297,1.0,733,160300,0,1982
-118.31,34.26,1797,1.0,948,187300,0,1989
-118.32,34.26,3690,3.0,1804,222700,0,1991
-118.35,34.28,3214,2.0,1700,248200,0,1993
-118.33,34.27,3034,2.0,1776,230200,0,1994
-118.35,34.27,604,1.0,314,205400,0,1991
-118.34,34.26,1776,1.0,702,314900,0,1986
-118.35,34.25,2795,1.0,1267,354400,0,1989
-118.36,34.26,3677,2.0,1598,378000,0,1989
-118.3,34.26,1643,1.0,1142,200600,0,1995
-118.3,34.25,1442,1.0,859,197300,0,1979
-118.31,34.26,1444,1.0,624,239400,0,1986
-118.31,34.26,1882,1.0,1005,217100,0,1987
-118.32,34.26,5106,4.0,2310,191500,0,1999
-118.39,34.28,4694,3.0,3566,166200,0,1999
-118.38,34.28,4428,3.0,3152,166300,0,2001
-118.4,34.28,6573,5.0,6161,154900,0,2007
-118.38,34.27,3248,3.0,2608,158300,0,2015
-118.41,34.29,1008,1.0,1162,147600,0,1988
-118.41,34.29,1591,1.0,1818,145800,0,1991
-118.42,34.28,1271,1.0,1338,150000,0,1994
-118.41,34.28,2574,2.0,2609,146700,0,1991
-118.4,34.28,3517,3.0,3134,164800,0,2001
-118.42,34.28,822,1.0,1197,133300,0,1988
-118.42,34.28,1999,1.0,2391,144300,0,1989
-118.42,34.27,1209,1.0,1097,134300,0,1990
-118.42,34.27,937,1.0,1216,131300,0,1990
-118.42,34.27,674,1.0,808,147800,0,1988
-118.43,34.28,1384,1.0,2054,142600,0,1993
-118.43,34.27,1130,1.0,1533,156800,0,1992
-118.43,34.27,1002,1.0,1312,148000,0,1987
-118.42,34.27,1024,1.0,1371,147500,0,1986
-118.43,34.26,1246,1.0,1990,140900,0,1993
-118.43,34.26,1269,1.0,1835,147200,0,1986
-118.44,34.27,777,1.0,1022,139600,0,1988
-118.43,34.26,729,1.0,935,140900,0,1980
-118.42,34.25,1545,1.0,1909,148100,0,1986
-118.43,34.25,1447,1.0,1630,143100,0,1988
-118.42,34.26,1788,2.0,2582,136400,0,1997
-118.41,34.26,870,1.0,1065,136100,0,1985
-118.42,34.26,973,1.0,1086,143300,0,1987
-118.42,34.26,1789,1.0,2279,138600,0,1986
-118.41,34.27,858,1.0,1250,137900,0,1985
-118.42,34.27,2700,2.0,3444,124000,0,1988
-118.4,34.26,4379,3.0,2560,154300,0,2010
-118.4,34.25,1872,1.0,1927,134200,0,2010
-118.41,34.25,280,1.0,483,137500,0,2004
-118.41,34.25,827,1.0,981,143100,0,1990
-118.41,34.25,1146,1.0,1173,153800,0,1987
-118.41,34.25,3447,3.0,3663,157100,0,2005
-118.42,34.24,2049,2.0,2243,163700,0,2006
-118.42,34.25,1430,1.0,1502,145200,0,1987
-118.43,34.32,2657,2.0,1948,157400,0,1989
-118.43,34.33,5891,3.0,2882,235600,0,2005
-118.44,34.32,6235,5.0,3568,211600,0,2009
-118.42,34.31,6755,5.0,4205,163200,0,2004
-118.42,34.3,3334,2.0,2919,180300,0,1994
-118.41,34.32,6572,4.0,3473,203400,0,2005
-118.41,34.3,3187,2.0,2205,187400,0,1995
-118.42,34.32,3027,2.0,1970,156000,0,1993
-118.44,34.31,4151,3.0,3163,154300,0,2009
-118.44,34.31,3182,3.0,2661,160100,0,2001
-118.44,34.3,1595,1.0,1181,155500,0,1985
-118.45,34.31,1739,1.0,820,182500,0,2014
-118.45,34.32,3481,2.0,1952,189400,0,2000
-118.46,34.32,5777,4.0,2917,194100,0,2013
-118.45,34.31,1532,1.0,977,173100,0,1995
-118.46,34.3,2424,1.0,2291,158500,0,1991
-118.46,34.31,2920,2.0,1460,218200,0,1999
-118.47,34.32,2664,2.0,1468,325200,0,2010
-118.48,34.33,2384,1.0,1697,270100,0,2014
-118.48,34.31,1091,1.0,892,172400,0,1992
-118.47,34.3,2495,2.0,2314,192200,0,2007
-118.46,34.29,3668,3.0,3151,183300,0,1999
-118.47,34.29,4256,3.0,3401,190000,0,2005
-118.49,34.29,4516,2.0,1714,431800,0,1997
-118.49,34.28,2535,1.0,1071,319400,0,1996
-118.49,34.28,3508,2.0,1957,285500,0,1992
-118.49,34.31,1024,1.0,357,356300,0,1998
-118.52,34.32,7498,3.0,3189,374000,0,2005
-118.51,34.3,6145,3.0,2710,344000,0,1999
-118.51,34.28,4239,2.0,1890,301700,0,1994
-118.51,34.29,1287,1.0,525,319300,0,1994
-118.52,34.29,2272,1.0,868,474600,0,1995
-118.52,34.3,4542,2.0,2144,450700,0,2006
-118.45,34.3,2676,,2661,152100,0,1996
-118.45,34.3,4085,3.0,3988,160200,0,1988
-118.54,34.28,5481,3.0,2477,377200,0,2005
-118.55,34.28,8879,,3468,428600,0,2007
-118.54,34.28,7665,3.0,3517,500001,0,2013
-118.54,34.3,4423,2.0,1995,376200,0,2001
-118.57,34.29,6995,4.0,2907,341200,0,2019
-118.45,34.28,1527,1.0,1303,152000,0,1985
-118.46,34.28,1663,1.0,1242,217600,0,2000
-118.47,34.27,1549,1.0,881,222900,0,1990
-118.48,34.28,2132,1.0,1128,227100,0,1988
-118.48,34.28,1511,1.0,873,226700,0,1988
-118.47,34.27,1444,1.0,523,192400,0,2006
-118.47,34.27,1150,1.0,741,220600,0,1988
-118.48,34.27,1231,1.0,702,223700,0,1989
-118.48,34.27,2649,1.0,1303,216800,0,1990
-118.45,34.27,1194,1.0,839,185800,0,1990
-118.45,34.27,1579,1.0,1012,195900,0,1988
-118.46,34.27,1576,1.0,1004,179700,0,1993
-118.46,34.27,1865,1.0,1182,172300,0,1995
-118.44,34.27,1111,1.0,1333,158100,0,1987
-118.44,34.27,1701,1.0,1616,142400,0,1994
-118.45,34.26,1724,1.0,992,195600,0,1988
-118.45,34.25,1453,1.0,808,204600,0,1987
-118.45,34.26,1637,1.0,894,209600,0,1988
-118.46,34.26,1358,1.0,738,210300,0,1990
-118.46,34.26,1394,1.0,761,217100,0,1987
-118.46,34.25,2202,1.0,1135,224200,0,1990
-118.46,34.25,2217,1.0,1064,208600,0,1991
-118.47,34.26,1300,1.0,650,199200,0,1989
-118.47,34.26,1898,1.0,1123,218400,0,1988
-118.48,34.26,1770,1.0,938,238000,0,1987
-118.49,34.26,2722,1.0,1164,239900,0,1996
-118.47,34.25,1732,1.0,1120,195700,0,1989
-118.48,34.25,1951,1.0,1040,195300,0,1987
-118.48,34.25,1442,1.0,795,216900,0,1988
-118.48,34.25,1865,1.0,1074,223300,0,1988
-118.49,34.25,2088,1.0,960,232900,0,1990
-118.49,34.27,4877,3.0,2521,225900,0,1989
-118.49,34.27,3047,2.0,1578,236200,0,1990
-118.5,34.27,2235,1.0,1148,221600,0,1988
-118.51,34.28,3580,2.0,1694,243800,0,1989
-118.52,34.28,1975,1.0,801,379600,0,1990
-118.51,34.27,3787,3.0,1966,222500,0,1989
-118.51,34.27,2276,1.0,1001,252100,0,1987
-118.52,34.27,3204,2.0,1499,271200,0,1987
-118.53,34.27,1931,1.0,948,329200,0,1991
-118.53,34.26,3674,,1590,308400,0,2005
-118.54,34.26,5303,3.0,2372,311800,0,2001
-118.54,34.27,2309,1.0,931,348200,0,1995
-118.53,34.27,1927,1.0,896,320500,0,1990
-118.54,34.26,4960,2.0,1929,500001,0,2000
-118.55,34.26,4018,2.0,1508,445400,0,2002
-118.55,34.27,4919,2.0,2183,352800,0,1998
-118.5,34.26,2831,2.0,1340,237300,0,1990
-118.52,34.26,8850,8.0,4717,254200,0,2002
-118.51,34.26,2472,1.0,1109,332500,0,1994
-118.52,34.25,7849,6.0,3561,290900,0,2012
-118.49,34.26,8389,7.0,4483,261300,0,1998
-118.49,34.25,4054,2.0,2164,258000,0,1995
-118.57,34.27,7384,3.0,2795,500001,0,2003
-118.59,34.26,8146,4.0,3562,357100,0,2003
-118.61,34.24,5406,3.0,2337,375900,0,2006
-118.63,34.24,4759,3.0,1884,277200,0,2014
-118.62,34.26,10860,6.0,4178,262100,0,2008
-118.6,34.26,6154,4.0,3010,271500,0,2005
-118.61,34.25,8295,6.0,3903,276600,0,2007
-118.63,34.22,1376,1.0,670,277600,0,2005
-118.64,34.22,2762,1.0,1166,333700,0,1998
-118.66,34.23,897,1.0,263,350000,0,2005
-118.61,34.23,3727,2.0,1724,327300,0,1997
-118.61,34.22,5256,3.0,2474,333700,0,1999
-118.6,34.23,8866,9.0,5005,230300,0,2004
-118.59,34.23,6592,6.0,4459,254500,0,2006
-118.56,34.25,1962,1.0,697,500001,0,1992
-118.56,34.24,2980,1.0,1208,500001,0,2000
-118.57,34.25,5098,3.0,2239,273100,0,1989
-118.58,34.24,3239,2.0,1529,236900,0,1997
-118.59,34.25,9716,9.0,4992,193300,0,2008
-118.57,34.25,4679,2.0,1945,419900,0,2003
-118.58,34.25,4883,3.0,2119,280800,0,2000
-118.56,34.23,3215,2.0,1710,248400,0,1987
-118.56,34.23,2406,1.0,1242,221800,0,1987
-118.57,34.23,3275,2.0,1746,221900,0,2001
-118.58,34.23,3907,3.0,2037,230200,0,1994
-118.59,34.23,4407,4.0,2676,168800,0,2009
-118.58,34.23,1917,1.0,1019,234900,0,1988
-118.58,34.22,1969,1.0,950,230400,0,1988
-118.59,34.22,6015,5.0,3056,229000,0,2006
-118.51,34.25,4338,2.0,1514,500001,0,1999
-118.51,34.24,5297,2.0,1986,483500,0,1992
-118.51,34.23,3324,1.0,1190,477200,0,1987
-118.52,34.24,3218,3.0,2295,418500,0,2017
-118.52,34.23,1471,1.0,735,472200,0,1988
-118.53,34.25,6331,6.0,2957,323100,0,2003
-118.54,34.24,4631,4.0,2360,264000,0,1999
-118.53,34.24,2718,2.0,3018,275300,0,1999
-118.54,34.23,3422,2.0,1690,232900,0,1988
-118.53,34.23,2131,2.0,1065,230400,0,1996
-118.54,34.25,2639,1.0,1191,322200,0,1997
-118.55,34.24,5751,4.0,2230,407500,0,2002
-118.55,34.23,4409,4.0,4579,245100,0,1998
-118.51,34.23,4580,3.0,2252,454400,0,1996
-118.52,34.22,4617,4.0,2891,318100,0,2002
-118.53,34.23,4039,3.0,2675,240000,0,1991
-118.54,34.22,2193,2.0,1299,211600,0,1989
-118.54,34.23,1753,1.0,1318,241400,0,1994
-118.45,34.25,2094,1.0,1207,212300,0,1989
-118.46,34.24,5363,4.0,2783,170700,0,2012
-118.47,34.25,2692,1.0,1330,238900,0,2002
-118.47,34.24,2405,2.0,1855,255400,0,2004
-118.48,34.24,2621,1.0,1285,267600,0,1991
-118.49,34.25,2871,1.0,1335,253900,0,1993
-118.49,34.24,2707,1.0,1224,244200,0,1988
-118.49,34.24,1971,1.0,917,262300,0,1989
-118.5,34.25,2333,1.0,969,241100,0,1991
-118.5,34.25,2411,1.0,1040,257300,0,1991
-118.5,34.24,2634,1.0,1114,315300,0,1989
-118.5,34.23,3082,2.0,1590,319000,0,1997
-118.49,34.23,4373,2.0,2040,242300,0,1991
-118.49,34.22,1756,1.0,899,238200,0,1993
-118.47,34.23,8350,10.0,9135,160000,0,2001
-118.48,34.23,1963,1.0,919,258600,0,1988
-118.48,34.23,1762,1.0,761,273100,0,1993
-118.48,34.23,3354,2.0,1752,239900,0,1994
-118.46,34.23,4609,5.0,5349,169400,0,2003
-118.46,34.23,6338,7.0,4718,154600,0,2007
-118.43,34.25,921,1.0,1023,151900,0,1985
-118.42,34.24,1181,1.0,775,183800,0,1987
-118.43,34.24,1488,1.0,1221,171400,0,1987
-118.42,34.24,1507,1.0,1025,177200,0,1988
-118.41,34.23,1026,1.0,753,179200,0,1988
-118.41,34.24,490,1.0,402,175900,0,1985
-118.44,34.26,1102,1.0,949,165100,0,1989
-118.44,34.26,1077,1.0,1377,153900,0,1995
-118.43,34.25,2433,2.0,2318,159300,0,1991
-118.44,34.26,325,1.0,433,174300,0,1989
-118.44,34.25,1583,1.0,1481,176000,0,1988
-118.45,34.25,2143,2.0,1803,162500,0,2002
-118.45,34.24,9053,8.0,7096,136500,0,2012
-118.45,34.23,5738,7.0,4620,157600,0,2008
-118.45,34.24,3299,3.0,2343,205900,0,2016
-118.44,34.25,1121,1.0,1038,173700,0,1990
-118.43,34.24,1416,1.0,995,178700,0,1988
-118.43,34.24,1488,1.0,1112,182500,0,1988
-118.44,34.24,1660,1.0,1225,184000,0,1987
-118.44,34.24,2344,1.0,1531,178200,0,1988
-118.42,34.23,2478,1.0,1567,186700,0,1990
-118.42,34.22,1807,1.0,1234,233000,0,1994
-118.43,34.23,2049,1.0,1286,181500,0,1988
-118.43,34.24,1379,1.0,896,183800,0,1987
-118.42,34.23,1550,1.0,1011,189000,0,1989
-118.43,34.23,1225,1.0,720,176500,0,1988
-118.43,34.23,1737,1.0,1061,173700,0,1986
-118.43,34.24,1279,1.0,987,172700,0,1986
-118.44,34.23,1730,1.0,1099,183100,0,1987
-118.43,34.22,1588,1.0,1080,184600,0,1989
-118.44,34.22,1030,1.0,664,183800,0,1982
-118.44,34.22,1529,1.0,913,178200,0,1984
-118.44,34.23,2257,1.0,1418,181800,0,1980
-118.46,34.22,2288,2.0,2222,170700,0,1988
-118.46,34.22,1500,1.0,998,168200,0,1984
-118.46,34.22,2057,2.0,2397,184400,0,1992
-118.45,34.22,3442,4.0,4625,183000,0,1999
-118.45,34.23,4393,5.0,3781,183700,0,1998
-118.45,34.22,2609,3.0,1803,185700,0,2015
-118.46,34.23,9902,11.0,7307,145400,0,2004
-118.44,34.22,1191,1.0,718,178800,0,1987
-118.44,34.21,1665,1.0,1011,185100,0,1986
-118.44,34.21,1440,1.0,1014,168600,0,1982
-118.44,34.22,1582,1.0,1159,168600,0,1982
-118.43,34.22,2300,1.0,1447,233700,0,1989
-118.43,34.21,3667,4.0,2636,175500,0,2006
-118.43,34.22,1372,1.0,774,187300,0,1987
-118.4,34.22,1220,1.0,729,186300,0,1980
-118.4,34.21,2453,2.0,1753,191500,0,1993
-118.41,34.21,2215,1.0,1594,193200,0,1988
-118.4,34.21,972,1.0,554,181300,0,1978
-118.4,34.22,2557,2.0,1556,183800,0,1987
-118.4,34.23,1404,1.0,889,190000,0,1986
-118.38,34.25,983,1.0,513,231500,0,1985
-118.37,34.24,1283,1.0,594,229200,0,1983
-118.37,34.23,1444,1.0,1177,164600,0,1991
-118.37,34.22,1787,1.0,1671,151500,0,2006
-118.38,34.24,125,1.0,63,158300,0,1985
-118.4,34.24,2552,2.0,1850,179500,0,1988
-118.39,34.23,3405,3.0,3001,181900,0,2005
-118.39,34.23,1193,1.0,1184,161600,0,1980
-118.4,34.23,1643,1.0,1414,172700,0,1987
-118.41,34.21,2830,2.0,1577,210500,0,1988
-118.41,34.21,1789,1.0,897,239900,0,1988
-118.39,34.22,712,1.0,533,165200,0,1983
-118.39,34.22,1790,1.0,1277,186800,0,1988
-118.39,34.21,1869,1.0,1516,178500,0,1991
-118.39,34.21,2807,3.0,2729,172400,0,2009
-118.38,34.22,1176,1.0,864,177700,0,2003
-118.38,34.21,1468,1.0,1295,170600,0,1988
-118.38,34.21,1981,1.0,1665,179100,0,1990
-118.42,34.22,3004,2.0,1938,198600,0,1989
-118.42,34.21,2893,2.0,1636,237400,0,1994
-118.42,34.2,161,1.0,66,187500,0,1989
-118.42,34.23,1531,1.0,1064,207300,0,1989
-118.37,34.21,1392,1.0,1181,176400,0,1987
-118.37,34.21,2080,1.0,1939,176600,0,1987
-118.37,34.21,2272,2.0,2164,175700,0,1989
-118.37,34.22,2127,2.0,1989,174100,0,2012
-118.38,34.22,362,1.0,348,150000,0,1991
-118.36,34.23,2485,2.0,1994,183200,0,2008
-118.36,34.22,1512,1.0,1545,160300,0,1986
-118.35,34.22,1560,1.0,1668,154300,0,1982
-118.36,34.21,337,1.0,198,152900,0,1982
-118.38,34.21,715,1.0,730,169500,0,1981
-118.38,34.2,4138,4.0,3911,181700,0,2000
-118.39,34.2,2594,4.0,3950,177200,0,2006
-118.37,34.21,2034,1.0,1990,159600,0,1990
-118.37,34.2,2199,2.0,2488,171800,0,1989
-118.38,34.21,1363,1.0,1798,171200,0,1985
-118.37,34.2,1438,1.0,1378,170400,0,1990
-118.36,34.19,2921,2.0,1512,176400,0,2012
-118.36,34.18,1471,1.0,995,188700,0,1989
-118.36,34.18,2233,2.0,1934,194900,0,1987
-118.37,34.18,1829,2.0,1345,198900,0,1990
-118.37,34.19,2890,3.0,2203,185100,0,2004
-118.39,34.19,2000,1.0,1439,192000,0,1982
-118.39,34.19,1875,2.0,2555,162500,0,2000
-118.39,34.2,2012,2.0,3483,181300,0,2004
-118.37,34.19,2924,3.0,2751,171600,0,1982
-118.38,34.19,1434,1.0,1667,176300,0,1986
-118.38,34.2,993,1.0,1044,187500,0,1991
-118.4,34.2,4859,5.0,3351,211900,0,2010
-118.4,34.19,934,1.0,587,181300,0,1986
-118.4,34.2,2392,2.0,1987,226400,0,1993
-118.4,34.19,2180,2.0,1483,191300,0,1988
-118.41,34.19,1169,1.0,612,200000,0,1984
-118.41,34.2,2734,2.0,2209,217200,0,1991
-118.42,34.2,3148,3.0,2850,221500,0,1999
-118.41,34.19,779,1.0,450,193800,0,1981
-118.42,34.19,2622,2.0,1997,222500,0,1989
-118.42,34.2,3201,3.0,3403,231700,0,1996
-118.43,34.2,3386,,2240,290100,0,1995
-118.42,34.19,3353,3.0,2318,269700,0,1990
-118.42,34.19,3285,3.0,2281,230800,0,1990
-118.42,34.18,3760,3.0,2022,225600,0,1996
-118.42,34.18,2887,2.0,1626,335500,0,1992
-118.42,34.18,1323,1.0,856,202200,0,1993
-118.43,34.18,2717,2.0,1546,267500,0,1990
-118.43,34.18,2417,2.0,1102,282200,0,1992
-118.42,34.18,1013,1.0,449,382400,0,1983
-118.41,34.19,1106,1.0,595,190700,0,1978
-118.41,34.18,1840,1.0,966,237900,0,1980
-118.41,34.18,2008,2.0,1052,262200,0,1993
-118.41,34.19,1993,1.0,939,224600,0,1986
-118.4,34.19,521,1.0,306,216700,0,1993
-118.4,34.19,1631,1.0,862,261800,0,1988
